ISIN,NAME,Country
JP3505970008,W-SCOPE,PAC
JP3505980007,DOUBLE STANDARD,PAC
JP3506600000,DANTO HOLDINGS,PAC
JP3507200008,TEAMSPIRIT,PAC
JP3507750002,CHANGE,PAC
JP3507780009,CHIKARANOMOTO HOLDINGS,PAC
JP3509000000,TITAN KOGYO,PAC
JP3510600004,NIPPON RIETEC,PAC
JP3511000006,CHINO,PAC
JP3511800009,CHIBA BANK,PAC
JP3512200001,CHIBA KOGYO BANK,PAC
JP3512720008,CHIMNEY,PAC
JP3512740006,CHARM CARE,PAC
JP3513400006,CHUETSU PULP & PAPER,PAC
JP3515400004,CENTRAL AUTOMOTIVE,PAC
JP3516600008,CHUO WAREHOUSE,PAC
JP3517800003,CHUO SPRING,PAC
JP3519400000,CHUGAI PHARM.,PAC
JP3519800001,CHUGAI RO CO,PAC
JP3520000005,CHUKYO BANK,PAC
JP3520800008,CHUCO,PAC
JP3521000004,CHUGOKU BANK,PAC
JP3521400006,CHUGOKUKOGYO,PAC
JP3522200009,CHUGOKU ELEC.POWER,PAC
JP3522600000,CHUGOKU MARINE PAINTS,PAC
JP3524000001,CHUDENKO,PAC
JP3525400002,CHUBU SHIRYO,PAC
JP3526600006,CHUBU ELEC.POWER,PAC
JP3527600005,CHODAI,PAC
JP3527800001,CHOFU SEISAKUSHO,PAC
JP3528200003,CHORI,PAC
JP3528400009,CHIYODA COMPANY,PAC
JP3528450004,CHIYODA INTEGRE,PAC
JP3528600004,CHIYODA CORPORATION,PAC
JP3530000003,ITFOR,PAC
JP3531400004,TSUKAMOTO,PAC
JP3531800005,TSUGAMI,PAC
JP3532200007,TSUKISHIMA KIKAI,PAC
JP3532800004,TSUKUI HOLDINGS,PAC
JP3533000000,TSUDAKOMA,PAC
JP3533500009,TSUTSUMI JEWELRY,PAC
JP3533800003,TSUZUKI DENKI,PAC
JP3534100007,TSUNAGU GROUP HOLDINGS,PAC
JP3534410000,TSUBAKI NAKASHIMA,PAC
JP3534600006,TSUBAKIMOTO KOGYO,PAC
JP3535400000,TSUBAKIMOTO CHAIN,PAC
JP3535800001,TSUMURA,PAC
JP3536150000,TSURUHA HOLDINGS,PAC
JP3536200003,TSURUMI MANUFACTURING,PAC
JP3536900008,GFOOT,PAC
JP3538400007,TOC,PAC
JP3538450002,TOW,PAC
JP3538570007,T&K TOKA,PAC
JP3538600002,TOA,PAC
JP3538690003,TSI HOLDINGS,PAC
JP3538710009,TKP,PAC
JP3538800008,TDK,PAC
JP3539000004,TDC SOFT,PAC
JP3539050009,TEA LIFE,PAC
JP3539150007,TEAR,PAC
JP3539200000,TEAC,PAC
JP3539220008,T & D HOLDINGS,PAC
JP3539230007,TS TECH,PAC
JP3539250005,THK,PAC
JP3539300008,TAYCA,PAC
JP3539350003,TAKE AND GIVE NEEDS,PAC
JP3539400006,TKC,PAC
JP3540800004,TEIKOKU SEN-I,PAC
JP3541600007,TEIKOKU TSUSHIN KOGYO,PAC
JP3541800003,TEIKOKU ELECTRIC MNFG.,PAC
JP3542400001,TPR,PAC
JP3542800002,IMPERIAL HOTEL,PAC
JP3544000007,TEIJIN,PAC
JP3545110003,TECHNO MEDICA,PAC
JP3545130001,TECHMATRIX,PAC
JP3545220000,TECHNO HORIZON,PAC
JP3545230009,TECNOS JAPAN,PAC
JP3545240008,TECHNOPRO HOLDINGS,PAC
JP3545600003,TEKKEN,PAC
JP3545820007,TENO HOLDINGS,PAC
JP3545850004,TEMONA,PAC
JP3545900007,TELLA,PAC
JP3546300009,TERRASKY CO.,PAC
JP3546800008,TERUMO,PAC
JP3547060008,TV TOKYO HOLDINGS,PAC
JP3547200000,TEN ALLIED,PAC
JP3547670004,PERSOL HOLDINGS,PAC
JP3547690002,TENPO INNOVATION,PAC
JP3547800007,TENMA,PAC
JP3548500002,DTS,PAC
JP3548520000,SCALA,PAC
JP3548600000,DISCO,PAC
JP3548610009,DENA,PAC
JP3548620008,DDS,PAC
JP3548640006,DIP,PAC
JP3548660004,DCM HOLDINGS,PAC
JP3548680002,AVANT,PAC
JP3548710007,DVX,PAC
JP3548720006,DEAR LIFE,PAC
JP3548740004,D.WESTERN THERP.INST.,PAC
JP3548760002,DLE,PAC
JP3548770001,DEXERIALS,PAC
JP3548780000,D A CONSORTIUM HOLDINGS DEAD - DELIST.26/10/18,PAC
JP3548800006,DESCENTE,PAC
JP3548870009,DESIGNONE JAPAN,PAC
JP3549020000,DIGITAL ARTS,PAC
JP3549040008,ORCHESTRA HOLDINGS,PAC
JP3549060006,DIGITAL INFO.TECHS.,PAC
JP3549070005,DIGITAL GARAGE,PAC
JP3549350001,DELICA FOODS HOLDINGS,PAC
JP3549600009,DENKA,PAC
JP3550000008,DKK,PAC
JP3551200003,ELEC.POWER DEV.,PAC
JP3551410008,DENSAN,PAC
JP3551420007,DENSAN SYSTEM,PAC
JP3551500006,DENSO,PAC
JP3551520004,DENTSU GROUP,PAC
JP3551530003,INFO.SVS.INTL.,PAC
JP3551600004,DENYO,PAC
JP3552170007,TOABO,PAC
JP3552230009,TOENEC,PAC
JP3552240008,TOELL,PAC
JP3552250007,TOKAI,PAC
JP3552260006,TOKAI HOLDINGS,PAC
JP3552290003,TOCALO,PAC
JP3552450003,TOSE,PAC
JP3553200001,TOHO,PAC
JP3553900006,TOMEN DEVICE,PAC
JP3554000004,TOMOKU,PAC
JP3554400006,TOYO KANETSU,PAC
JP3555700008,TOWA,PAC
JP3556000002,TOA,PAC
JP3556400004,TOAGOSEI,PAC
JP3556800005,TOA OIL,PAC
JP3557200007,DKK TOA,PAC
JP3558000000,TOA ROAD,PAC
JP3560000006,TOEI,PAC
JP3560200002,TOEI ANIMATION,PAC
JP3560800009,TOKAI CARBON,PAC
JP3561200001,AGORA HOSPITALITY GROUP,PAC
JP3564200008,SUMITOMO RIKO,PAC
JP3564600009,TOKAI SENKO,PAC
JP3566600007,TOKAI RIKA,PAC
JP3566800003,CENTRAL JAPAN RAILWAY,PAC
JP3567410000,TOKYU CONSTRUCTION,PAC
JP3569000007,TOKYU LAND (OTC) DEAD - DELIST.07/04/16,PAC
JP3569200003,TOKYU FUDOSAN HOLDINGS,PAC
JP3570800007,TOKYO ICHIBAN FOODS,PAC
JP3571400005,TOKYO ELECTRON,PAC
JP3571600000,TOKYO ELECTRON DEVICE,PAC
JP3571800006,TOKYO OHKA KOGYO,PAC
JP3573000001,TOKYO GAS,PAC
JP3573400003,TOKYO KIKAI SEISAKUSHO,PAC
JP3574200006,TOKYU,PAC
JP3576500007,TOKYO INDIV ED.INSTN.,PAC
JP3576600005,TOKYO SANGYO,PAC
JP3577600004,TOKAI TOK.FINL.HDG.,PAC
JP3579400007,TOKYO ROPE MNFG.,PAC
JP3579800008,TOKYO STEEL MNFG.,PAC
JP3580200008,TOKYO SEIMITSU,PAC
JP3582600007,TOKYO TATEMONO,PAC
JP3584200004,TOKYO THEATRES,PAC
JP3584400000,TOKYO KIRABOSHI FINANCIAL GROUP,PAC
JP3584600005,TOKYO TEKKO,PAC
JP3584700003,SACS BAR HOLDINGS,PAC
JP3585400009,TOKYO ENERGY & SYSTEMS,PAC
JP3585800000,TOKYO ELECTRIC POWER CO. HDG.,PAC
JP3586200002,TOTOKU ELECTRIC,PAC
JP3586600003,TOKYOTOKEIBA,PAC
JP3587600002,TOKYO DOME,PAC
JP3587800008,NISSAN TOKYO SALES HDG.,PAC
JP3588100002,YAMADA CONSULTING GROUP,PAC
JP3588200000,TBK,PAC
JP3588600001,TBS HOLDINGS,PAC
JP3589400005,TYK,PAC
JP3589800006,TOKYO RAKUTENCHI,PAC
JP3590850008,TOUKEI COMPUTER,PAC
JP3590900001,TOKEN,PAC
JP3591600006,TAKAOKA TOKO,PAC
JP3592200004,TOSHIBA,PAC
JP3592600005,SHIBAURA MACHINE,PAC
JP3594000006,TOSHIBA TEC,PAC
JP3594400008,TOSHO,PAC
JP3595070008,TOSEI CORPORATION,PAC
JP3595200001,TOSOH,PAC
JP3595300009,TOTECH,PAC
JP3595400007,TOTETSU KOGYO,PAC
JP3595800008,TOTENKO,PAC
JP3596200000,TOTO,PAC
JP3596600001,TOHTO SUISAN,PAC
JP3597400005,TOBU STORE DEAD - DELIST.22/10/18,PAC
JP3597800006,TOBU RAILWAY,PAC
JP3598200008,TOPRE,PAC
JP3598600009,TOHO,PAC
JP3599000001,TOHO ZINC,PAC
JP3599400003,TOHO ACETYLENE,PAC
JP3600200004,TOHO GAS,PAC
JP3601000007,TOHO BANK,PAC
JP3601600004,TOHO SYSTEM SCIENCE,PAC
JP3601800000,TOHO TITANIUM,PAC
JP3602600003,TOHO HOLDINGS,PAC
JP3604200000,TOHOKU BANK,PAC
JP3605400005,TOHOKU ELECTRIC PWR.,PAC
JP3606600009,TOYO INK SC HOLDINGS,PAC
JP3607800004,TOYO ENGINEERING,PAC
JP3609000009,TOYO MCH.&METAL,PAC
JP3609800002,TOYO CONSTRUCTION,PAC
JP3610600003,TOYO TIRE,PAC
JP3611400007,TOYO SHUTTER,PAC
JP3611800008,TOYO SECURITIES,PAC
JP3613000003,TOYO SUISAN KAISHA,PAC
JP3613400005,TOYO SEIKAN GROUP HDG.,PAC
JP3614600009,TOYO SUGAR REFINING,PAC
JP3615400003,TOYO LOGISTICS,PAC
JP3616000000,TOYO TANSO,PAC
JP3616600007,TOYO,PAC
JP3617000009,TOYO DENKI SEIZO,PAC
JP3618800001,BUSINESS ENGINEERING,PAC
JP3619000007,TOYO WHARF & WHSE.,PAC
JP3619800000,TOYOBO,PAC
JP3620200000,T RAD,PAC
JP3620600001,TOLI,PAC
JP3621000003,TORAY INDS.,PAC
JP3622400004,TOWA BANK,PAC
JP3623150004,TOWA PHARMS.,PAC
JP3624000000,TOKYO KEIKI,PAC
JP3624900001,TOKUSHU TOKAI PAPER,PAC
JP3625000009,TOKUYAMA,PAC
JP3626200004,TOSHO PRINTING DEAD - DELIST.30/07/19,PAC
JP3626800001,LIXIL,PAC
JP3627000007,TODA,PAC
JP3627400009,TODA KOGYO,PAC
JP3627800000,TOCHIGI BANK,PAC
JP3628600003,TOTTORI BANK,PAC
JP3629000005,TOPPAN PRINTING,PAC
JP3629200001,TOPPAN FORMS,PAC
JP3629250006,TOP CULTURE,PAC
JP3629300009,NUTS DEAD - DELIST.02/10/20,PAC
JP3629400007,TONAMI HOLDINGS,PAC
JP3629800008,TOBISHIMA,PAC
JP3630200008,TOPY INDUSTRIES,PAC
JP3630400004,TOPCON,PAC
JP3630500001,TOMATO BANK,PAC
JP3630550006,TOMY,PAC
JP3631000001,TOMOEGAWA PAPER,PAC
JP3631400003,TOMOE,PAC
JP3631600008,TOMOE ENGINEERING,PAC
JP3631700006,TOMONY HOLDINGS,PAC
JP3632000000,THE BANK OF TOYAMA,PAC
JP3632150003,FIRST BANK OF TOYAMA,PAC
JP3633400001,TOYOTA MOTOR,PAC
JP3634200004,TOYODA GOSEI,PAC
JP3634600005,TOYOTA INDS.,PAC
JP3635000007,TOYOTA TSUSHO,PAC
JP3635400009,TOYOTA BOSHOKU,PAC
JP3635500006,TRUSCO NAKAYAMA,PAC
JP3635580008,BENEXT-YUMESHIN GROUP,PAC
JP3635650009,TRANCOM,PAC
JP3635670007,TRANSACTION,PAC
JP3635700002,TRANS COSMOS,PAC
JP3635800000,TORII PHARM.,PAC
JP3635900008,TORIKIZOKU HOLDINGS,PAC
JP3636000006,TRI CHEMICAL LABS.,PAC
JP3636200002,TORIGOE,PAC
JP3636600003,TORISHIMA PUMP MNFG.,PAC
JP3636650008,TORIDOLL HOLDINGS,PAC
JP3637250006,TRADERS HOLDINGS,PAC
JP3637270004,TREASURE FACTORY,PAC
JP3637280003,TOREX SEMICONDUCTOR,PAC
JP3637300009,TREND MICRO,PAC
JP3638000004,DOSHISHA,PAC
JP3638200000,NISSAY DOWA GEN.IN. DEAD - DELIST.29/03/10,PAC
JP3638600001,DOWA HDG.,PAC
JP3638700009,CI:Z HOLDINGS DEAD - DELIST.22/04/19,PAC
JP3639100001,DOUTOR NICHIRES HOLDINGS,PAC
JP3639200009,C E MAN.INTEG.LABY.,PAC
JP3639420003,DREAM INCUBATOR,PAC
JP3639570005,DRECOM,PAC
JP3639650005,PAN PACIFIC INTERNATIONAL HOLDINGS,PAC
JP3640800003,NAIGAI,PAC
JP3641230002,NAIGAI TRANS LINE,PAC
JP3641300003,NICE,PAC
JP3642500007,NAKANISHI,PAC
JP3643600004,NAKANO,PAC
JP3644400008,NAKABAYASHI,PAC
JP3646000004,NAKAMURAYA,PAC
JP3646100002,NAKAMOTO PACKS,PAC
JP3646400006,NAKAYAMA STL.WKS.,PAC
JP3646600001,NAKAYAMAFUKU,PAC
JP3646800007,NAKAYO,PAC
JP3647000003,NAGAILEBEN,PAC
JP3647800006,NAGASE,PAC
JP3648200008,NAGATANIEN HOLDINGS,PAC
JP3648300006,NAGANO BANK,PAC
JP3648350001,NAGANO KEIKI,PAC
JP3648700007,NAGAWA,PAC
JP3648800005,BANK OF NAGOYA,PAC
JP3649800004,NAGOYA RAILROAD,PAC
JP3650600004,PANAHOME DEAD - DELIST.27/09/17,PAC
JP3651020004,NAC,PAC
JP3651060000,NATORI,PAC
JP3651080008,EIZO,PAC
JP3651120002,NANOCARRIER,PAC
JP3651160008,NAFCO,PAC
JP3651210001,NABTESCO,PAC
JP3651400008,NAMURA SHIPBLDG.,PAC
JP3653000004,NANKAI ELEC.RY.,PAC
JP3653400006,NANTO BANK,PAC
JP3653700009,NANYO,PAC
JP3654100001,NEEDS WELL,PAC
JP3657250001,NIITAKA,PAC
JP3657400002,NIKON,PAC
JP3657500009,NISHIO RENT ALL,PAC
JP3658800002,NISHI-NIPPON RAILROAD,PAC
JP3658850007,NISHI-NIPPON FINL.HDG.,PAC
JP3659000008,WEST JAPAN RAILWAY,PAC
JP3659200004,NISHIMATSU CON.,PAC
JP3659300002,NISHIMATSUYA CHAIN,PAC
JP3659350007,NISHIMOTO,PAC
JP3660000005,NICHIA STEEL WORKS,PAC
JP3660400007,NICHIAS,PAC
JP3660900006,NICHIIGAKKAN DEAD - DELIST.05/11/20,PAC
JP3661800007,NICHICON,PAC
JP3661950000,NICHIDEN,PAC
JP3662200009,NICHIHA,PAC
JP3662400005,NICHIBAN,PAC
JP3663900003,SOJITZ,PAC
JP3664400003,NICHIMO,PAC
JP3665000000,NICHIRIN,PAC
JP3665200006,NICHIREI,PAC
JP3665600007,NICHIREKI,PAC
JP3666700004,NICCA CHEMICAL,PAC
JP3667000008,NIKKATO,PAC
JP3667600005,JGC HOLDINGS,PAC
JP3668000007,NIKKISO,PAC
JP3669200002,NIKKO,PAC
JP3670800006,NISSAN CHEMICAL,PAC
JP3672000001,NISSAN SHATAI,PAC
JP3672400003,NISSAN MOTOR,PAC
JP3673600007,NIPRO,PAC
JP3674400001,NISSIN,PAC
JP3675300002,NISSIN KOGYO DEAD - DELIST.11/11/20,PAC
JP3675320000,NS TOOL,PAC
JP3675600005,NISSIN FOODS HOLDINGS,PAC
JP3676200003,NISSHIN STEEL DEAD - DELIST.26/12/18,PAC
JP3676600004,NISSIN SUGAR,PAC
JP3676800000,NISSHIN SEIFUN,PAC
JP3677200002,NISSHIN OILLIO,PAC
JP3677600003,NISSIN ELECTRIC,PAC
JP3677900007,NISSHIN GROUP HOLDINGS LIMITED,PAC
JP3678000005,NISSHINBO HOLDINGS,PAC
JP3678100003,NISSUI PHARM.,PAC
JP3678200001,NISSEI ASB MACHINE,PAC
JP3678800008,HITACHI HIGH-TECH DEAD - DELIST.18/05/20,PAC
JP3679000004,NISSEI PLASTIC INDL.,PAC
JP3679700009,NIPPON OIL DEAD - DELIST.29/03/10,PAC
JP3679850002,NITTA,PAC
JP3679860001,NISSO,PAC
JP3679870000,NITTA GELATIN,PAC
JP3680800004,NITTETSU MINING,PAC
JP3681000000,NIPPON STEEL TRADING,PAC
JP3681180000,NITTO FC DEAD - DELIST.18/09/19,PAC
JP3682300003,NITTO KOHKI,PAC
JP3682400001,NITTO KOGYO,PAC
JP3682800002,NITTO SEIKO,PAC
JP3683200004,NITTO FUJI FLOUR MILL.,PAC
JP3683600005,NITTO SEIMO,PAC
JP3684000007,NITTO DENKO,PAC
JP3684400009,NITTO BOSEKI,PAC
JP3684700002,NITTOKU,PAC
JP3684800000,NITTOC CONSTRUCTION,PAC
JP3686140009,NIPPON AQUA,PAC
JP3686150008,JAPAN ASIA INVESTMENT,PAC
JP3686800008,NIPPON SHEET GLASS,PAC
JP3687200000,NICHI-IKO PHARM.,PAC
JP3687800007,WAVELOCK HOLDINGS,PAC
JP3688100001,AIRTECH JAPAN,PAC
JP3688330004,ES-CON JAPAN,PAC
JP3688350002,ESLEAD,PAC
JP3689050007,NIHON M&A CENTER,PAC
JP3689100000,JAP.MED.DYM.MKTG.,PAC
JP3689470007,NIHON ENTERPRISE,PAC
JP3689500001,ORACLE JAPAN,PAC
JP3690000009,NIPPON CARBIDE INDS.,PAC
JP3690400001,NIPPON CARBON,PAC
JP3691600005,NIPPON CHEMICAL INDL.,PAC
JP3692000007,NIHON KAGAKU SANGYO,PAC
JP3693200002,NIPPONKOA INSURANCE DEAD - DELIST.29/03/10,PAC
JP3694000005,JAPAN PULP & PAPER,PAC
JP3694400007,NIPPON KAYAKU,PAC
JP3695000004,NIPPON KANZAI,PAC
JP3695050009,JAPAN PROPERTY MAN.CZ.,PAC
JP3695200000,NGK INSULATORS,PAC
JP3695600001,NIPPON GAS,PAC
JP3697400004,JAPAN FNDTN.ENGR.,PAC
JP3697800005,JAPAN CASH MACH.,PAC
JP3698000001,NIPPON KINZOKU,PAC
JP3698800004,NIPPON GEAR,PAC
JP3699400002,JAPAN AIRPORT TERM.,PAC
JP3699500009,NIPPON AIRCON.SVS.,PAC
JP3699600007,HI-LEX,PAC
JP3700200003,NIPPON LIGHT METAL HDG.,PAC
JP3700800000,JAPAN WOOL TEXTILE,PAC
JP3701000006,JCR PHARMACEUTICALS,PAC
JP3701200002,NIPPON CHEMI-CON,PAC
JP3701600003,NIPPON CHEMIPHAR,PAC
JP3702200001,KFC HOLDINGS JAPAN,PAC
JP3703200000,NIPPON KOEI,PAC
JP3705200008,JAPAN AIRLINES,PAC
JP3705400004,JAPAN AIRLINES DEAD - DELIST.20/02/10,PAC
JP3705600009,JAPAN AVNS.ELTN.IND.,PAC
JP3706400003,NIPPON KOSHUHA STEEL,PAC
JP3706600008,JAPAN PURE CHEMICAL,PAC
JP3706800004,NIHON KOHDEN,PAC
JP3707000000,NIPPON KODOSHI,PAC
JP3708400001,NIPPON CONCRETE INDS.,PAC
JP3708600006,NIPPON CONCEPT,PAC
JP3709600005,NIKKON HOLDINGS,PAC
JP3711200000,AOZORA BANK,PAC
JP3711600001,NIPPON SANSO HOLDINGS,PAC
JP3712000003,CMK,PAC
JP3712500002,NIPPON SYSTEMWARE,PAC
JP3712550007,JAPAN SY.TCNQ.,PAC
JP3712600000,NSD,PAC
JP3713200008,NISSHA,PAC
JP3713400004,SUNNEXTA GROUP,PAC
JP3713600009,NIPPON SHARYO,PAC
JP3714200007,NIPPON COML.DEV.,PAC
JP3714400003,JAPAN SECS.FINANCE,PAC
JP3715200006,NIPPON SHOKUBAI,PAC
JP3716000009,NIPPON SIGNAL,PAC
JP3717600005,NIPPON SHINYAKU,PAC
JP3718600004,NJS,PAC
JP3718800000,NIPPON SUISAN KAISHA,PAC
JP3720000003,NIPPON FINE CHM.,PAC
JP3720600000,NIPPON SEIKI,PAC
JP3720800006,NSK,PAC
JP3721400004,JAPAN STEEL WORKS,PAC
JP3721600009,NIPPON PAPER INDUSTRIES,PAC
JP3721800005,NIPPON SEISEN,PAC
JP3723000000,NIPPN,PAC
JP3724600006,JAPAN OIL TRSP.,PAC
JP3725200004,NIPPON CERAMIC,PAC
JP3725400000,ZEON,PAC
JP3726200003,NIPPON SODA,PAC
JP3726800000,JAPAN TOBACCO,PAC
JP3728000005,NIPPON PRKG.DEV.,PAC
JP3728600002,NIPPON CHUTETSUKAN KK,PAC
JP3729000004,SHINSEI BANK,PAC
JP3729200000,NIHON CHOUZAI,PAC
JP3729400006,NIPPON EXPRESS,PAC
JP3729600001,JAPAN COMMS.,PAC
JP3732200005,NIPPON TELEVISION HDG.,PAC
JP3732600006,NIPPON BEET SUGAR MNFG.,PAC
JP3733000008,NEC,PAC
JP3733400000,NIPPON ELEC.GLASS,PAC
JP3733800001,NEC NETWORKS & SY.INTG.,PAC
JP3734350006,NIHON DENGI,PAC
JP3734600004,NIPPON DENKO,PAC
JP3734800000,NIDEC,PAC
JP3735000006,JEOL,PAC
JP3735300000,JAPAN ELT.MATERIALS,PAC
JP3735400008,NIPPON TELG. & TEL.,PAC
JP3736200001,NIPPON DENSETSU KOGYO,PAC
JP3737800007,NIHON DEMPA KOGYO,PAC
JP3738600000,NGK SPARK PLUG,PAC
JP3739000002,NIHON TOKUSHU TORYO,PAC
JP3739400004,NIPPON THOMPSON,PAC
JP3739600009,JAPAN TRANSCITY,PAC
JP3739700007,NIHON TRIM,PAC
JP3740200005,NIPPON ROAD,PAC
JP3740800002,NIPPON DRY CHEMICAL,PAC
JP3741800001,NIHON NOHYAKU,PAC
JP3742600004,NHK SPRING,PAC
JP3743000006,NH FOODS,PAC
JP3744200001,VALQUA,PAC
JP3744600002,NIHON PARKERIZING,PAC
JP3745800007,NIPPON HUME,PAC
JP3746000003,NIPPON BS BROADCASTING,PAC
JP3746800006,JBCC HOLDINGS,PAC
JP3746820004,NIPPON VIEW HOTEL DEAD - DELIST.29/08/19,PAC
JP3746900004,SEIKO PMC,PAC
JP3747400004,NIPPON PISTON RING,PAC
JP3747800005,NIPPON PILLAR PACKING,PAC
JP3748600008,NIPPON FILCON,PAC
JP3749000000,NIPPON FELT,PAC
JP3749200006,NIHON PLAST,PAC
JP3749400002,NIPPON PAINT HOLDINGS,PAC
JP3750200002,NIPPO,PAC
JP3750400008,MICRONICS JAPAN,PAC
JP3750500005,MCDONALD'S HOLDINGS,PAC
JP3752500003,MORTGAGE SERVICE JAPAN,PAC
JP3752600001,NIPPON YAKIN KOGYO,PAC
JP3752800007,NIHON YAMAMURA GLASS,PAC
JP3752900005,JAPAN POST HOLDINGS,PAC
JP3753000003,NIPPON YUSEN KK,PAC
JP3753400005,NOF,PAC
JP3753800006,MITSUBISHI LOGISNEXT,PAC
JP3754200008,NIHON UNISYS,PAC
JP3754300006,NIPPON PAPER GROUP (OTC) DEAD - DELIST.30/05/14,PAC
JP3754500001,JAPAN LIFELINE,PAC
JP3755200007,RELO GROUP,PAC
JP3755800004,ECONACH HOLDINGS,PAC
JP3756100008,NITORI HOLDINGS,PAC
JP3756200006,NIFCO,PAC
JP3756230003,NIHON FLUSH,PAC
JP3756600007,NINTENDO,PAC
JP3758020006,NEXYZ GROUP,PAC
JP3758110005,BEENOS,PAC
JP3758130003,UNITED,PAC
JP3758140002,LIFULL,PAC
JP3758190007,NEXON,PAC
JP3758200004,NET ONE SYSTEMS,PAC
JP3758210003,NEXTAGE,PAC
JP3758220002,NET MARKETING,PAC
JP3758230001,NEOJAPAN,PAC
JP3759400009,NORITZ,PAC
JP3759500006,NORITSU KOKI,PAC
JP3759800000,NOHMI BOSAI,PAC
JP3760450001,NOEVIR HOLDINGS,PAC
JP3761600000,NOJIMA,PAC
JP3762400004,NOMURA,PAC
JP3762500001,NOMURA SYSTEM CORP.,PAC
JP3762600009,NOMURA HDG.,PAC
JP3762800005,NOMURA RESEARCH INST.,PAC
JP3762900003,NOMURA RLST.HDG.,PAC
JP3762950008,NOMURA MICRO SCIENCE,PAC
JP3763000001,NORITAKE,PAC
JP3765100007,HURXLEY,PAC
JP3765110006,DIGITAL HEARTS HOLDINGS,PAC
JP3765120005,HARD OFF,PAC
JP3765130004,HABA LABORATORIES,PAC
JP3765150002,HARMONIC DRIVE SYS.,PAC
JP3765170000,HYAS&CO.,PAC
JP3765180009,HIDAY HIDAKA,PAC
JP3765220003,HYPER,PAC
JP3765250000,HIMACS,PAC
JP3765300003,HOUSE OF ROSE,PAC
JP3765350008,HOUSECOM,PAC
JP3765400001,HOUSE SHOKUHIN GP.HONSHA K K,PAC
JP3765420009,HOUSE DO COMPANY,PAC
JP3765500008,HAGIHARA INDUSTRIES,PAC
JP3765600006,HAGIWARA ELECTRIC HOLDINGS,PAC
JP3766400000,HAKUTO,PAC
JP3766500007,HAKUDO,PAC
JP3766550002,HAKUHODO DY HDG.,PAC
JP3766600005,HAKUYOSHA,PAC
JP3767810009,HAZAMA ANDO,PAC
JP3768000006,HASHIMOTO SOGYO HDG.,PAC
JP3768400008,HASEGAWA,PAC
JP3768500005,T HASEGAWA,PAC
JP3768600003,HASEKO,PAC
JP3769000005,HACHIJUNI BANK,PAC
JP3770080004,HONEYS HOLDINGS,PAC
JP3770300006,HAPPINET,PAC
JP3770350001,HUB,PAC
JP3771150004,HAMAKYOREX,PAC
JP3771800004,HAMAMATSU PHOTONICS,PAC
JP3772000000,HAMEE,PAC
JP3772200006,HAYASHIKANE SANGYO,PAC
JP3772400002,AXIAL RETAILING,PAC
JP3772500009,HARADA INDUSTRY,PAC
JP3772600007,HARIMA CHEMICALS GROUP,PAC
JP3773600006,HARUYAMA TRADING,PAC
JP3773750009,HALOWS,PAC
JP3774200004,HANKYU HANSHIN HDG.,PAC
JP3774600005,H2O RETAILING,PAC
JP3777500004,HANDSMAN,PAC
JP3777800008,HANWA,PAC
JP3778280002,VITAL KSK HOLDINGS,PAC
JP3778300008,VITEC HOLDINGS DEAD - DELIST.27/03/19,PAC
JP3778390009,VALUECOMMERCE,PAC
JP3778400006,VALOR HOLDINGS,PAC
JP3778410005,VALUE HR,PAC
JP3778450001,BAROQUE JAPAN,PAC
JP3778630008,BANDAI NAMCO HDG.,PAC
JP3779000003,BANDO CHEMICAL INDS.,PAC
JP3780050005,PKSHA TECHNOLOGY,PAC
JP3780100008,PARK24,PAC
JP3780200006,PIONEER DEAD - DELIST.27/03/19,PAC
JP3780400002,PIOLAX,PAC
JP3780550004,PIPEDO HD,PAC
JP3780610006,PILOT,PAC
JP3781400001,PASCO,PAC
JP3781490002,PASONA GROUP,PAC
JP3781540004,PAPYLESS,PAC
JP3781620004,PARAMOUNT BED HOLDINGS,PAC
JP3781650001,PAL GROUP HOLDINGS,PAC
JP3781700004,PARACA,PAC
JP3782200004,PALTAC,PAC
JP3782950004,PUNCH INDUSTRY,PAC
JP3783070000,HEROZ,PAC
JP3783200003,HIOKI EE,PAC
JP3783420007,HIKARI TSUSHIN,PAC
JP3783500006,NIHON HOUSE HOLDINGS,PAC
JP3783600004,EAST JAPAN RAILWAY,PAC
JP3783800000,HIGO BANK DEAD - DELIST.28/09/15,PAC
JP3784200002,HISAKA WORKS,PAC
JP3784600003,HISAMITSU PHARM.,PAC
JP3785000005,HITACHI CHEMICAL DEAD - DELIST.19/06/20,PAC
JP3786200000,HITACHI METALS,PAC
JP3786600001,HITACHI CAPITAL DEAD - DELIST.30/03/21,PAC
JP3787000003,HITACHI CON.MCH.,PAC
JP3788600009,HITACHI,PAC
JP3789000001,HITACHI ZOSEN,PAC
JP3791200003,HITACHI TRANSPORT SYSTEM,PAC
JP3791800000,MAXELL HOLDINGS,PAC
JP3791990009,HITO-COMMUNICATIONS HOLDINGS,PAC
JP3792100004,HINOKIYA GROUP,PAC
JP3792600003,HINO MOTORS,PAC
JP3793200001,HIBINO,PAC
JP3793400007,HIBIYA ENGINEERING,PAC
JP3793500004,HIMARAYA,PAC
JP3793800008,HYAKUGO BANK,PAC
JP3794200000,HYAKUJUSHI BANK,PAC
JP3795080005,HIRAKAWA HEWTECH,PAC
JP3795200009,H-ONE,PAC
JP3795300007,HIRATA,PAC
JP3795400005,OAK CAPITAL,PAC
